2024-07-26T16:15:46.585+0800	ERROR	myselfgo/main.go:103	msg=Getting server time failed||err=||ApiKey=RztNX12tH5UrgI7zVWG1m20BuPJ16YRAVhHvCl6SMfHeaLssNm6dWb48WJHWOvu5||timestamp=%!d(string=Get "https://fapi.binance.com/fapi/v1/time": EOF)
2024-07-26T18:14:09.605+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:14:14.712+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:14:19.844+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:14:24.968+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:14:30.083+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:14:35.189+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:14:40.294+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:14:45.395+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:14:50.499+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:14:55.615+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:15:00.726+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:15:04.101+0800	ERROR	wsclient/ws.go:231	msg=kline is not exist
2024-07-26T18:15:06.064+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:15:11.177+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:15:16.288+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:15:21.396+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:15:26.504+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:15:31.612+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:15:36.708+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:15:41.813+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:15:46.925+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:15:52.032+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:15:57.144+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:16:02.256+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:16:02.924+0800	ERROR	wsclient/ws.go:231	msg=kline is not exist
2024-07-26T18:16:07.364+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:16:12.467+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:16:17.565+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:16:22.673+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:16:27.783+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:16:32.893+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:16:37.997+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:16:43.106+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:16:48.226+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:16:54.318+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:16:59.428+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:17:01.060+0800	ERROR	wsclient/ws.go:231	msg=kline is not exist
2024-07-26T18:17:04.777+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:17:09.886+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:17:14.992+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:17:20.107+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:17:25.211+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:17:30.330+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:17:35.436+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:17:41.568+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:17:46.679+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:17:51.781+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:17:56.892+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:18:01.670+0800	ERROR	wsclient/ws.go:231	msg=kline is not exist
2024-07-26T18:18:02.997+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:18:08.103+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:18:13.212+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:18:20.336+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:27:55.157+0800	ERROR	cron/klines_contrast.go:245	获取数据失败：RENDERUSDT,error:<APIError> code=-1121, msg=Invalid symbol.
2024-07-26T18:27:56.742+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:28:01.847+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:29:02.590+0800	ERROR	cron/klines_contrast.go:245	获取数据失败：RENDERUSDT,error:<APIError> code=-1121, msg=Invalid symbol.
2024-07-26T18:29:05.047+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:29:10.142+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:29:15.457+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:29:21.046+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:29:26.151+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:29:31.254+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:29:36.354+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:29:41.461+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:29:46.569+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:29:51.686+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:29:57.033+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:30:18.455+0800	ERROR	cron/klines_contrast.go:245	获取数据失败：RENDERUSDT,error:<APIError> code=-1121, msg=Invalid symbol.
2024-07-26T18:30:19.072+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:30:24.189+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:30:29.757+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:30:34.860+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:30:39.961+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:30:45.056+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:30:50.165+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:30:55.263+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:31:00.357+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:31:05.469+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:31:10.567+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:31:15.676+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:31:20.782+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:31:25.884+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:31:31.052+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:31:36.156+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:31:41.263+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:31:46.366+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:31:51.472+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:31:56.581+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:32:01.922+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:32:07.040+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:32:12.153+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:32:17.256+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:32:22.368+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:32:27.717+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:32:32.819+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:32:37.927+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:32:43.029+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:32:49.140+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:32:54.494+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:32:59.606+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:33:04.715+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:33:09.816+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:33:14.908+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:33:20.006+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:33:25.113+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:33:30.211+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:33:35.563+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:33:40.676+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:33:45.779+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:33:51.150+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:33:56.250+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:34:01.383+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:34:06.489+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:34:11.601+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:34:16.693+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:34:21.789+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:34:26.901+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:34:32.006+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:34:37.101+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:34:42.233+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:34:47.335+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:34:52.685+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:34:57.789+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:35:02.896+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:35:08.196+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:35:13.312+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:35:19.420+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:35:24.523+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:35:29.865+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:35:34.974+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:35:40.105+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:35:45.216+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:35:50.341+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:35:55.459+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:36:00.583+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:36:05.689+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:36:10.796+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:36:15.893+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:36:20.998+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:36:26.117+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:36:31.223+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:36:36.338+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:36:41.447+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:36:46.560+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:36:51.662+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:36:56.761+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:37:02.862+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:37:07.956+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:37:13.072+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:37:18.196+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:37:23.306+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:37:28.403+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:37:33.510+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:37:38.615+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:37:43.727+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:37:48.848+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:37:54.086+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:37:59.186+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:38:04.289+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:38:09.396+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:42:46.246+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:42:51.360+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:42:56.478+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:43:01.580+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:43:06.694+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:43:12.827+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:43:17.934+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:48:37.960+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:48:43.075+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:48:48.193+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:48:53.314+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:48:58.433+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:49:03.533+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:49:08.643+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:49:13.769+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:49:18.874+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:49:23.974+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:49:30.083+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:49:35.195+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:49:40.299+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:49:45.410+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:49:51.527+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:49:56.636+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:50:01.733+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:50:06.833+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:50:11.936+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:50:18.064+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:50:23.180+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:50:28.289+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:50:33.412+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:50:38.516+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:50:43.629+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:50:48.748+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:50:53.863+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:50:58.973+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:51:04.083+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:51:09.179+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:51:15.304+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:51:20.414+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:51:25.526+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:51:30.625+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:51:35.741+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:51:40.844+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:51:45.935+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:51:51.048+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:51:56.156+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:52:01.266+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:52:06.377+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:52:11.746+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:52:16.852+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:52:22.955+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:52:28.054+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:52:33.148+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:52:38.242+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:52:43.351+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:52:48.450+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:52:53.561+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:52:58.923+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:53:04.267+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:53:09.373+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:53:14.480+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:53:19.578+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:53:24.695+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:53:29.812+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:53:34.916+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:53:40.023+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:53:45.136+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:53:50.256+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:53:55.367+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:54:07.359+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:54:12.463+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:54:17.575+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:54:22.678+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:54:27.773+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:54:32.882+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:54:37.989+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:54:43.080+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:54:48.184+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:54:54.288+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:54:59.396+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T18:55:04.752+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
